0.8330,0.0000
0.8334,1.0000
0.8369,2.0000
0.8316,3.0000
0.8354,4.0000
0.8332,5.0000
0.8314,6.0000
0.8302,7.0000
0.8330,8.0000
0.8293,9.0000
0.8366,10.0000
0.8320,11.0000
0.8271,12.0000
0.8328,13.0000
0.8306,14.0000
0.8274,15.0000
0.8289,16.0000
0.8327,17.0000
0.8315,18.0000
0.8315,19.0000
0.8316,20.0000
0.8307,21.0000
0.8305,22.0000
0.8291,23.0000
0.8344,24.0000
0.8345,25.0000
0.8360,26.0000
0.8338,27.0000
0.8365,28.0000
0.8337,29.0000
0.8326,30.0000
0.8306,31.0000
0.8285,32.0000
0.8291,33.0000
0.8318,34.0000
0.8350,35.0000
0.8273,36.0000
0.8270,37.0000
0.8328,38.0000
0.8313,39.0000
0.8315,40.0000
0.8328,41.0000
0.8300,42.0000
0.8288,43.0000
0.8366,44.0000
0.8324,45.0000
0.8301,46.0000
0.8330,47.0000
0.8371,48.0000
0.8279,49.0000
0.8280,50.0000
0.8301,51.0000
0.8277,52.0000
0.8235,53.0000
0.8314,54.0000
0.8276,55.0000
0.8298,56.0000
0.8275,57.0000
0.8343,58.0000
0.8371,59.0000
0.8293,60.0000
0.8340,61.0000
0.8294,62.0000
0.8326,63.0000
0.8259,64.0000
0.8339,65.0000
0.8250,66.0000
0.8279,67.0000
0.8349,68.0000
0.8296,69.0000
0.8312,70.0000
0.8324,71.0000
0.8291,72.0000
0.8328,73.0000
0.8319,74.0000
0.8302,75.0000
0.8301,76.0000
0.8327,77.0000
0.8317,78.0000
0.8311,79.0000
0.8368,80.0000
0.8269,81.0000
0.8324,82.0000
0.8287,83.0000
0.8315,84.0000
0.8272,85.0000
0.8331,86.0000
0.8359,87.0000
0.8310,88.0000
0.8286,89.0000
0.8319,90.0000
0.8281,91.0000
0.8366,92.0000
0.8256,93.0000
0.8321,94.0000
0.8250,95.0000
0.8305,96.0000
0.8214,97.0000
0.8321,98.0000
0.8275,99.0000
0.8304,100.0000
0.8229,101.0000
0.8324,102.0000
0.8278,103.0000
0.8275,104.0000
0.8257,105.0000
0.8329,106.0000
0.8212,107.0000
0.8309,108.0000
0.8362,109.0000
0.8356,110.0000
0.8195,111.0000
0.8245,112.0000
0.8232,113.0000
0.8350,114.0000
0.8229,115.0000
0.8210,116.0000
0.8331,117.0000
0.8295,118.0000
0.8349,119.0000
0.8301,120.0000
0.8341,121.0000
0.8345,122.0000
0.8328,123.0000
0.8251,124.0000
0.8144,125.0000
0.8288,126.0000
0.8323,127.0000
0.8256,128.0000
0.8320,129.0000
0.8277,130.0000
0.8280,131.0000
0.8244,132.0000
0.8256,133.0000
0.8192,134.0000
0.8182,135.0000
0.8343,136.0000
0.8268,137.0000
0.8293,138.0000
0.8203,139.0000
0.8301,140.0000
0.8217,141.0000
0.8275,142.0000
0.8259,143.0000
0.8310,144.0000
0.8377,145.0000
0.8409,146.0000
0.8296,147.0000
0.8383,148.0000
0.8334,149.0000
0.8213,150.0000
0.8162,151.0000
0.8285,152.0000
0.8420,153.0000
0.8269,154.0000
0.8219,155.0000
0.8335,156.0000
0.8326,157.0000
0.8289,158.0000
0.8358,159.0000
0.8272,160.0000
0.8322,161.0000
0.8193,162.0000
0.8307,163.0000
0.8364,164.0000
0.8264,165.0000
0.8107,166.0000
0.8342,167.0000
0.8293,168.0000
0.8308,169.0000
0.8224,170.0000
0.8333,171.0000
0.8160,172.0000
0.8319,173.0000
0.8263,174.0000
0.8279,175.0000
0.8535,176.0000
0.8415,177.0000
0.8294,178.0000
0.8222,179.0000
0.8279,180.0000
0.8346,181.0000
0.8741,182.0000
0.8369,183.0000
0.8455,184.0000
0.8530,185.0000
0.8726,186.0000
0.8675,187.0000
0.8380,188.0000
0.8423,189.0000
0.8298,190.0000
0.8205,191.0000
0.8423,192.0000
0.8508,193.0000
0.8239,194.0000
0.8679,195.0000
0.8518,196.0000
0.8734,197.0000
0.8418,198.0000
0.8488,199.0000
0.8298,200.0000
0.8532,201.0000
0.8440,202.0000
0.8591,203.0000
0.8457,204.0000
0.8584,205.0000
0.8496,206.0000
0.8544,207.0000
0.8478,208.0000
0.8693,209.0000
0.8566,210.0000
0.8656,211.0000
0.8313,212.0000
0.8429,213.0000
0.8435,214.0000
0.8570,215.0000
0.8659,216.0000
0.8701,217.0000
0.8403,218.0000
0.8482,219.0000
0.8380,220.0000
0.8452,221.0000
0.8379,222.0000
0.8547,223.0000
0.8502,224.0000
0.8523,225.0000
0.8571,226.0000
0.8599,227.0000
0.8853,228.0000
0.8580,229.0000
0.8438,230.0000
0.8567,231.0000
0.8423,232.0000
0.8678,233.0000
0.8539,234.0000
0.8421,235.0000
0.8582,236.0000
0.8534,237.0000
0.8693,238.0000
0.8441,239.0000
0.8572,240.0000
0.8363,241.0000
0.8459,242.0000
0.8699,243.0000
0.8608,244.0000
0.8754,245.0000
0.8546,246.0000
0.8566,247.0000
0.8571,248.0000
0.8792,249.0000
0.8833,250.0000
0.8653,251.0000
0.8511,252.0000
0.9132,253.0000
0.8918,254.0000
0.8626,255.0000
0.8669,256.0000
0.8630,257.0000
0.8957,258.0000
0.8542,259.0000
0.8970,260.0000
0.8702,261.0000
0.8555,262.0000
0.8524,263.0000
0.8329,264.0000
0.8435,265.0000
0.8614,266.0000
0.8579,267.0000
0.8641,268.0000
0.8687,269.0000
0.8725,270.0000
0.8589,271.0000
0.8638,272.0000
0.8459,273.0000
0.8489,274.0000
0.8807,275.0000
0.8901,276.0000
0.8691,277.0000
0.8432,278.0000
0.8486,279.0000
0.8682,280.0000
0.8554,281.0000
0.8795,282.0000
0.8670,283.0000
0.8593,284.0000
0.8573,285.0000
0.8759,286.0000
0.8785,287.0000
0.8615,288.0000
0.8497,289.0000
0.8605,290.0000
0.8592,291.0000
0.8545,292.0000
0.8701,293.0000
0.8479,294.0000
0.8691,295.0000
0.8816,296.0000
0.8595,297.0000
0.8595,298.0000
0.8962,299.0000
0.8686,300.0000
0.8322,301.0000
0.8937,302.0000
0.8655,303.0000
0.8708,304.0000
0.8673,305.0000
0.8625,306.0000
0.8545,307.0000
0.9142,308.0000
0.8688,309.0000
0.8769,310.0000
0.8589,311.0000
0.8736,312.0000
0.8776,313.0000
0.8742,314.0000
0.8770,315.0000
0.8484,316.0000
0.8493,317.0000
0.8751,318.0000
0.8626,319.0000
0.8428,320.0000
0.8629,321.0000
0.9052,322.0000
0.8762,323.0000
0.8698,324.0000
0.8688,325.0000
0.8862,326.0000
0.8633,327.0000
0.8607,328.0000
0.8483,329.0000
0.8496,330.0000
0.8883,331.0000
0.8888,332.0000
0.9006,333.0000
0.8872,334.0000
0.8466,335.0000
0.8551,336.0000
0.8659,337.0000
0.8648,338.0000
0.8646,339.0000
0.8693,340.0000
0.8703,341.0000
0.8953,342.0000
