0.8707,343.0000
0.8478,344.0000
0.8778,345.0000
0.8783,346.0000
0.8642,347.0000
0.8863,348.0000
0.8687,349.0000
0.8821,350.0000
0.8553,351.0000
0.8671,352.0000
0.8803,353.0000
0.8613,354.0000
0.8746,355.0000
0.8721,356.0000
0.8732,357.0000
0.8678,358.0000
0.8821,359.0000
0.8778,360.0000
0.8750,361.0000
0.8909,362.0000
0.8762,363.0000
0.8793,364.0000
0.8653,365.0000
0.9051,366.0000
0.8694,367.0000
0.8619,368.0000
0.8777,369.0000
0.8511,370.0000
0.8588,371.0000
0.8646,372.0000
0.8765,373.0000
0.8779,374.0000
0.9053,375.0000
0.8879,376.0000
0.9089,377.0000
0.8873,378.0000
0.9269,379.0000
0.8647,380.0000
0.8948,381.0000
0.8825,382.0000
0.9027,383.0000
0.8712,384.0000
0.8411,385.0000
0.8790,386.0000
0.8876,387.0000
0.8788,388.0000
0.8837,389.0000
0.9156,390.0000
0.9087,391.0000
0.9006,392.0000
0.8657,393.0000
0.9162,394.0000
0.8728,395.0000
0.9071,396.0000
0.8778,397.0000
0.8983,398.0000
0.9083,399.0000
